代名詞,不定代名詞,this/that/the + one,beginner,It's next to that {one}.,それはあの隣です。
代名詞,不定代名詞,this/that/the + one,beginner,I think this {one} is Jamie's ,こちらがジェイミーのだと思います。
代名詞,不定代名詞,this/that/the + one,beginner,That {one} is mine.,あちらが私のです。
代名詞,不定代名詞,this/that/the + one,beginner,This {one} looks good.,こちらが良さそうですね。
代名詞,不定代名詞,ADJ + one,advanced,"Although our group did not spend much money on our final science project, it was the {best one}.",私たちのグループは科学の期末の課題にあまり費用をかけなかったのに，それが最高のものとなりました。
代名詞,不定代名詞,ADJ + one,advanced,"Megan, who never gives up, is the {persistent one} in our family.",メーガンは決してあきらめず，私たちの家族の中で粘り強い人です。
代名詞,不定代名詞,ADJ + one,advanced,Both players were very skilled and the game was a {close one}.,両選手とも，とても巧みで試合は拮抗したものになりました。
代名詞,不定代名詞,ADJ + one,advanced,The train was extremely old but it was still a very {fast one}.,その列車は非常に古かったですが，今もなお高速の列車です。
代名詞,不定代名詞,ADJ + one,advanced,"Although my summer break was three months long, to me it was a {short one}.",私の夏休みは3ヶ月ありましたが，私には短いものでした。
代名詞,不定代名詞,ADJ + one,advanced,I'm glad my roommate enjoyed her birthday party last night but it was a very {noisy one}.,私のルームメイトが昨夜の彼女の誕生パーティーを楽しんでくれて嬉しいのですが，とてもうるさいものになってしまいました。
代名詞,不定代名詞,ADJ + one,advanced,"His argument was a {practical one} with actual, well supported evidence.",彼の論点は，実際に十分支持されている証拠に基づく実用的なものでした。
代名詞,不定代名詞,ADJ + one,advanced,"Since this semester kept me very busy, I felt like it was a very {short one}.",今学期はとても忙しかったので，非常に短いものだったように感じました。
代名詞,不定代名詞,ADJ + one,advanced,Mrs. Warner's youngest daughter is always running around and is the most {energetic one}.,ワーナー夫人の末娘さんはいつも走り回っていて，最も元気な子です。
代名詞,不定代名詞,something,beginner,Let's do {something}.,何かしましょう。
代名詞,不定代名詞,ADJ + one,advanced,Working with children was a challenging job but a {fulfilling one} too.,子どもに関わる仕事は大変ですが，やりがいもある仕事でした。
代名詞,不定代名詞,this/that/the + one,advanced,His books are always sold out and {this one} is no exception.,彼の著書はいつも売り切れで，こちらのものもまた例外ではありません。
代名詞,不定代名詞,either,beginner,{Either} they leave or I will.,彼らが去るか，私が去るかです。
代名詞,不定代名詞,this/that/the + one,advanced,There are many celebrations in Japan but {this one} is especially important and traditional.,日本にはたくさんの祝典がありますが，こちらのものは特に重要かつ伝統的です。
代名詞,不定代名詞,this/that/the + one,advanced,"Apparently this is John's fourth time remarrying, and he thinks {this one} will turn out well.",どうやらこれはジョンの4度目の結婚みたいですが，今回の結婚はうまく行くだろうと本人は思っています。
代名詞,不定代名詞,this/that/the + one,advanced,Ella has many cool cars but {this one} is especially unique and outstandingly attractive.,エラはたくさんのかっこいい車を持っていますが，こちらのものは特に独創的でとても魅力的です。
代名詞,不定代名詞,this/that/the + one,advanced,Those are all too sweet but surprisingly {this one} doesn't have much sugar at all.,それらはすべて甘すぎますが，驚くことにこれはそれほどたくさん砂糖を使っていません。
代名詞,不定代名詞,this/that/the + one,advanced,Her favorite photo of her children was {the one} by her bedside.,彼女が1番気に入っている子供たちの写真は，彼女の枕元にあるものです。
代名詞,不定代名詞,this/that/the + one,advanced,"Of all the stories she wrote, the best was {the one} about her mother's childhood adventures.",彼女が書いた全作品の中で1番良いものは母親の子供時代の冒険についてのものです。
代名詞,不定代名詞,this/that/the + one,advanced,"After you're finished collecting all the samples, send {that one} back to the lab.",すべての標本を集め終わったら，研究室にそれを返送してください。
代名詞,不定代名詞,this/that/the + one,advanced,"We will meet better, more intelligent people than {the ones} back in high school.",私たちは高校で出会った人よりも，より優秀で知的な人に出会うでしょう。
代名詞,不定代名詞,this/that/the + one,beginner,He ate the {one} in the fridge.,彼は冷蔵庫にあったものを食べました。
代名詞,不定代名詞,this/that/the + one,intermediate,There has never been a more romantic story than {this one}.,かつてこれほどロマンチックな話はありませんでした。
代名詞,不定代名詞,this/that/the + one,intermediate,"Although he's usually clueless, perhaps Edward knew about {this one}.",いつもならよくわかっていませんが，おそらくエドワードはこれについては知っていたのでしょう。
代名詞,不定代名詞,this/that/the + one,intermediate,{The one} wearing the baseball hat would not stop talking.,野球帽をかぶったその人は絶対に話すのをやめないでしょう。
代名詞,不定代名詞,this/that/the + one,intermediate,These are quite new except for {that one} on the edge.,端にあるあちらのものを除いて，これらはかなり新しいです。
代名詞,不定代名詞,this/that/the + one,intermediate,They're too old and {this one} doesn't even work anymore.,それらは古すぎますし，こちらのものについては動きさえしません。
代名詞,不定代名詞,this/that/the + one,intermediate,She found a hat identical to {this one} I'm wearing.,彼女は，私がかぶっているものとまったく同じ帽子を見つけました。
代名詞,不定代名詞,this/that/the + one,intermediate,{This one} is from my mother but {that one} is not.,こちらは母からのものですが，あちらは違います。
代名詞,不定代名詞,this/that/the + one,intermediate,My brother is {the one} with the red hair and glasses.,兄は赤毛でめがねをかけた人です。
代名詞,不定代名詞,this/that/the + one,intermediate,She didn't let anyone touch {this one}.,彼女はだれにもこちらのものに触れさせませんでした。
代名詞,不定代名詞,either,intermediate,{Either} finish now or do it tonight instead of going to the movie.,映画を見に行くのではなくて，今それを終わらせるか今晩それをしなさい。
代名詞,不定代名詞,either,advanced,{Either} get her this sweater or that wallet for her birthday because I know she'd like them.,私は彼女がそれらを好きだと知っているので，彼女の誕生日にこのセーターかあのさいふをあげたいです。
代名詞,不定代名詞,either,advanced,I don't believe that {either} of the two are involved much in the school play.,ふたりのうちどちらも学校劇にそんなに関わっているとは思いません。
代名詞,不定代名詞,either,advanced,I don't think {either} of those rules should apply under these circumstances.,それらのルールのいずれもこのような状況下では適用されるべきでないと思います。
代名詞,不定代名詞,either,advanced,I don't think {either} of us truly wants to be here and listen to this boring lecture.,私たちのどちらも，ここにいてこの退屈な講義を本当に聞きたがっているとは思いません。
代名詞,不定代名詞,either,advanced,{Either} Mallory or John was going to be elected as the president of the book club.,マロリーかジョンのどちらかが読書会の会長に選出されることになりました。
代名詞,不定代名詞,either,advanced,"{Either} turn off the air conditioner or close the windows, but don't run it with the windows open.",エアコンを消すか窓を閉めるかどちらかにしなさい。窓を開けっぱなしでエアコンをつけてはいけません。
代名詞,不定代名詞,either,advanced,He isn't on {either} Joanne or Lia's side because he wants to stay neutral.,彼は中立的立場を取りたいので，ジョアンとリアどちらの味方でもありません。
代名詞,不定代名詞,either,advanced,I don't think {either} of us will make it to the final round.,私たちのどちらも最終ラウンドに到達するとは思いません。
代名詞,不定代名詞,either,intermediate,"By midnight, you must {either} be in bed or have a very good reason not to be.",深夜までにあなたはベッドに入るか，入らないもっともな理由がなければなりません。
代名詞,不定代名詞,ADJ + one,beginner,I need a new {one}.,新しいものがほしいんです。
代名詞,不定代名詞,either,intermediate,I refused to take care of {either} Scott or Henry.,私はスコットとヘンリーのどちらの面倒を見ることも拒否しました。
代名詞,不定代名詞,either,intermediate,He obviously did not understand {either} of the assignments.,彼は明らかにどちらの課題も理解していませんでした。
代名詞,不定代名詞,either,intermediate,Do you truly believe what {either} of them are saying?,あなたは本当に彼らのいずれかが言っていることを信じていますか？
代名詞,不定代名詞,either,intermediate,I don't like {either} William or George because they are aggressive.,私はウィリアムもジョージも攻撃的なので好きではありません。
代名詞,不定代名詞,either,intermediate,"No matter what they say, I don't trust {either} of them.",彼らが何と言おうと，私はどちらも信用していません。
代名詞,不定代名詞,either,intermediate,I don't believe what {either} of the candidates are saying.,いずれの候補者の言っていることも私は信じません。
代名詞,不定代名詞,either,intermediate,I don't think {either} case will fit that smartphone.,私はどちらのケースもあのスマートフォンにぴったりだとは思いません。
代名詞,不定代名詞,either,intermediate,Do you think we can ask {either} of them for advice?,彼らのどちらかにアドバイスを頼めると思いますか？
代名詞,不定代名詞,this/that/the + one,intermediate,The man on the far right was {the one} called Tom.,一番右の男性がトムと呼ばれる人でした。
代名詞,不定代名詞,ADJ + one,beginner,It was a short {one}.,それは短いものでした。
代名詞,不定代名詞,ADJ + one,intermediate,"Although the movie was interesting, it was a {long one}.",映画は面白かったですが，長い映画でした。
代名詞,不定代名詞,ADJ + one,intermediate,The last fireworks display will be the {biggest one}.,最後の花火が最大のものになります。
代名詞,不定代名詞,ADJ + one,intermediate,She will be a good sister and a very {loving one}.,彼女は良き姉，とても愛情深い姉になるでしょう。
代名詞,不定代名詞,ADJ + one,intermediate,"Although both laptops worked well, we both wanted the {newer one}.",ノートパソコンはどちらもちゃんと動いていましたが，私たちふたりはより新しいものがほしかったのです。
代名詞,不定代名詞,ADJ + one,intermediate,Jamie's rock performance was an extremely {loud one}.,ジェイミーのロックの演奏はものすごくうるさいものでした。
代名詞,不定代名詞,ADJ + one,intermediate,"Remember, you must take the {black one}.",いいですか，黒いものを選ばなければいけません。
代名詞,不定代名詞,ADJ + one,intermediate,Since our oven broke we need to buy a {new one}.,我が家のオーブンが壊れたので，新しいものを買わなくてはいけません。
代名詞,不定代名詞,ADJ + one,intermediate,The story about the ghost was a {strange one}.,幽霊についてのお話は奇妙なものでした。
代名詞,不定代名詞,ADJ + one,intermediate,The play we saw yesterday was a {short one}.,昨日私たちが見た演劇は短いものでした。
代名詞,不定代名詞,ADJ + one,intermediate,The book was short but a {difficult one} to read.,その本は短かったですが，読みにくい本でした。
代名詞,不定代名詞,ADJ + one,beginner,The fight was a violent {one}.,そのケンカは暴力的なものでした。
代名詞,不定代名詞,ADJ + one,beginner,She needs a better {one}.,彼女はもっと良いものを必要としています。
代名詞,不定代名詞,ADJ + one,beginner,The exam was a difficult {one}.,その試験は難しいものでした。
代名詞,不定代名詞,ADJ + one,beginner,The storm is a bad {one}.,その嵐はひどいものです。
代名詞,不定代名詞,ADJ + one,beginner,That movie is a good {one}.,その映画は良いものです。
代名詞,不定代名詞,ADJ + one,beginner,He went to the smaller {one}.,彼は小さい方へ行きました。
代名詞,不定代名詞,ADJ + one,beginner,I want to have the blue {one}.,青いものがほしいんです。
代名詞,不定代名詞,ADJ + one,beginner,She has the old {one}.,彼女は古いものを持っています。
代名詞,不定代名詞,someone,intermediate,{Someone} was complaining about their job very loudly on the phone.,だれかが電話で非常に大きな声で彼らの仕事について不平を言っていました。
代名詞,不定代名詞,someone,advanced,"They needed {someone} to monitor the students at all times during the exam, because of the increasing problem of students cheating.",カンニングをする学生が増加している問題のため，試験期間中ずっと学生を監視する者が必要でした。
代名詞,不定代名詞,someone,advanced,"Luckily, {someone} had filmed the incident which led to the arrest of the criminal.",幸いにも，だれかがその事件をフィルムに記録していて，犯罪者の逮捕につながりました。
代名詞,不定代名詞,someone,advanced,"She had heard {someone} talk about the new movie as if it were the best movie in history, but she had also heard others talk about how horrible it was.",彼女はだれかが新しい映画についてそれが歴史上最高の映画のように話しているのを聞いていたが，彼女はまたそれがどれほどひどい映画か他の人たちが話すのも聞いていました。
代名詞,不定代名詞,someone,advanced,{Someone} had told her that their boss was going to resign sometime within the next 3 months.,だれかが彼女の上司がこの3ヶ月以内に辞任しようとしていると彼女に言いました。
代名詞,不定代名詞,someone,advanced,I disliked walking down dark streets because I always felt like {someone} was following me.,私はいつもだれかが後をつけてくるような気がしたので，暗い通りを歩くことは好きでありませんでした。
代名詞,不定代名詞,someone,intermediate,She needed {someone} to give her a ride to the airport.,彼女は空港に行くためにだれか車で送ってくれる人が必要でした。
代名詞,不定代名詞,someone,intermediate,{Someone} must surely be responsible for the graffiti on the wall.,だれかが壁の落書きの責任をとらなければなりません。
代名詞,不定代名詞,someone,intermediate,"She felt {someone} tap her shoulder, but no one was there.",彼女はだれかが彼女の肩をたたくのを感じたが，だれもそこにいませんでした。
代名詞,不定代名詞,someone,intermediate,Please have {someone} walk you back after the party.,パーティーの後だれかにあなたを送らせてください。
代名詞,不定代名詞,anyone,beginner,Is {anyone} home?,だれか家に帰りますか？
代名詞,不定代名詞,someone,beginner,Can we go and talk to {someone}?,私たちはだれかに話しに行くことができますか？
代名詞,不定代名詞,someone,beginner,I hear {someone}.,私にはだれかの声が聞こえます。
代名詞,不定代名詞,someone,beginner,{Someone} is watching us.,だれかが私たちを見ています。
代名詞,不定代名詞,someone,beginner,There is {someone} in here.,ここにだれかいます。
代名詞,不定代名詞,someone,beginner,We need {someone} to cover his shift.,私たちはだれかに彼のシフトをカバーしてもらう必要があります。
代名詞,不定代名詞,someone,beginner,He was talking to {someone} earlier.,彼はさっきだれかに話かけていました。
代名詞,不定代名詞,someone,beginner,I think she is with {someone}.,私は彼女はだれかといっしょにいると思います。
代名詞,不定代名詞,someone,beginner,{Someone} needs to pick her up.,だれかが彼女を迎えに行く必要があります。
代名詞,不定代名詞,someone,beginner,Is {someone} in there?,だれかその中にいますか？
代名詞,不定代名詞,anyone,intermediate,Can {anyone} think of a solution to this problem? ,だれかこの問題の解決策を考えることができますか？
代名詞,不定代名詞,anyone,advanced,It is highly unlikely that anyone would dare to disobey him because of his power and status.,彼の力と地位により，だれかが彼にあえてそむくだろうなどということはまずありそうにありません。
代名詞,不定代名詞,anyone,advanced,"She wasn't sure where and how to begin the investigation, given that {anyone} could have done it.",だれでもそれをやろうと思えばできたと考えれば，どこからどう捜査を開始したらよいか，彼女は確信がもてませんでした。
代名詞,不定代名詞,anyone,advanced,The police asked around the neighborhood to see if {anyone} had seen or heard anything strange last Wednesday.,警察は近くの住人に先週水曜日に何か変わったことを見たり聞いたりしなかったかどうか聞いて回っていました。
代名詞,不定代名詞,anyone,advanced,"She wondered if {anyone} had taken her bag by accident, because no matter how hard she searched she couldn't find it.",彼女はどんなに懸命に捜しても見つけることができなかったので，だれかがうっかり間違って彼女のバッグを持っていったのではないのかと思いました。
代名詞,不定代名詞,anyone,advanced,"It was an eerie feeling, because they couldn't find {anyone} in the building.",建物の中に人をだれも見つけることができなかったので，彼らは不気味な気持ちに襲われました。
代名詞,不定代名詞,anyone,intermediate,Is there {anyone} who can drive me to the station? ,どなたか私を駅まで車で送ってくださる方はいらっしゃいますか？
代名詞,不定代名詞,anyone,intermediate,Could {anyone} send me directions to the dinner party?,だれか私にディナーパーティーへの行き方を送ってくださいませんか？
代名詞,不定代名詞,anyone,intermediate,Did you see {anyone} walking around this area last night? ,あなたはだれかが昨晩この地域を歩き回っているのを見ましたか？
代名詞,不定代名詞,anyone,intermediate,I can't think of {anyone} else who would do it.,私はそれをやってくれる他のだれも思いつきません。
代名詞,不定代名詞,someone,beginner,Can {someone} bring me water please?,どなたか私に水を持ってきてくださいませんか？
代名詞,不定代名詞,anyone,beginner,Does {anyone} like him?,だれか彼のことが好きですか？
代名詞,不定代名詞,anyone,beginner,{Anyone} can learn to cycle.,だれでも自転車に乗ることを学ぶことができます。
代名詞,不定代名詞,anyone,beginner,Can {anyone} lend me a pencil? ,だれか私に鉛筆を貸してくださいますか？
代名詞,不定代名詞,anyone,beginner,{Anyone} want to volunteer?,だれかボランティアしたいですか？
代名詞,不定代名詞,anyone,beginner,Isn't {anyone} worried about this? ,だれもこれについて心配じゃないですか？ 
代名詞,不定代名詞,anyone,beginner,He never talked to {anyone}.,彼は決してだれとも話しませんでした。
代名詞,不定代名詞,anyone,beginner,I didn't see {anyone}.,私はだれにも会いませんでした。
代名詞,不定代名詞,anyone,beginner,They couldn't find {anyone}.,彼らはだれも見つけることができませんでした。
代名詞,不定代名詞,anyone,beginner,{Anyone} can do that.,だれでもそうすることができます。
代名詞,不定代名詞,something,intermediate,Don't be afraid to say {something} during the meeting.,会議中に何かを言うことを恐れてはいけません。
代名詞,不定代名詞,anything,beginner,He couldn't say {anything}.,彼は何も言えませんでした。
代名詞,不定代名詞,anything,beginner,She didn't want {anything}.,彼女は何もほしくありませんでした。
代名詞,不定代名詞,something,advanced,There was {something} blocking the road which had caused a gigantic traffic jam.,何か道路をふさいだ物があって，大規模な交通渋滞が起きました。
代名詞,不定代名詞,something,advanced,He always suggested {something} in meetings but his contributions were never taken seriously.,彼は会議でいつも何かを提案しましたが，彼の発言が真剣に取りあげられたことはありませんでした。
代名詞,不定代名詞,something,advanced,He needed {something} from his locker so he had to go back to school again.,彼は彼のロッカーにある何かが必要だったので，再び学校に引き返さなければならなりませんでした。
代名詞,不定代名詞,something,advanced,I think Megan may have eaten {something} that gave her really bad food poisoning.,私はミーガンがすごくひどい食中毒を起こす何かを食べたのではないかと思います。
代名詞,不定代名詞,something,advanced,She needed {something} to boost her energy for the rest of the day.,彼女はその日の残りの時間をがんばるために瞬間的に元気になる何かを必要としました。
代名詞,不定代名詞,something,intermediate,He did {something} that saved millions of people's lives.,彼は何百万人もの人たちの命を救うような何かをしました。
代名詞,不定代名詞,something,intermediate,She wanted {something} from the store but she didn't have money.,彼女はその店で何か買いたかったが，お金を持ちあわせていませんでした。
代名詞,不定代名詞,anything,beginner,I didn't finish {anything}.,私は何も終えませんでした。
代名詞,不定代名詞,something,intermediate,{Something} made Liz burst out laughing in the middle of class.,授業中に何かがリズを大笑いさせました。
代名詞,不定代名詞,something,intermediate,The professor wanted to talk to me about {something}.,教授は何かについて私に話したかったです。
代名詞,不定代名詞,something,beginner,Can I snack on {something}?,何か間食をしてもよいですか？
代名詞,不定代名詞,something,beginner,She's listening to {something}.,彼女は何かを聞いています。
代名詞,不定代名詞,something,beginner,John is upset about {something}.,ジョンは何かに動揺しています。
代名詞,不定代名詞,something,beginner,Wendy is very happy about {something}.,ウェンディは何かに非常に喜んでいます。
代名詞,不定代名詞,something,beginner,{Something} doesn't seem right.,何かが正しいように見えません。
代名詞,不定代名詞,something,beginner,Can you smell {something} burning?,何か焦げているにおいがしませんか？
代名詞,不定代名詞,something,beginner,Would you like to drink {something}?,何か飲み物はいかがですか？
代名詞,不定代名詞,anything,intermediate,She didn't want {anything} to do with him.,彼女は彼といっしょには何もしたくありませんでした。
代名詞,不定代名詞,anything,advanced,"What he did was atrocious, {anything} he did afterwards just never appealed to anyone anymore.",彼がやったことは極悪非道なものでしたので，後に彼が何をやっても，もはやだれの心にも訴えかけませんでした。
代名詞,不定代名詞,anything,advanced,"Although the CEO was a very harsh man, I had over-heard him saying he wouldn't trade his children and wife for {anything} in the world.",最高経営責任者は非常に厳しい人でしたが，私は彼が妻と子供たちはこの世の何物にもかえがたいといっているのを耳にしたことがあります。
代名詞,不定代名詞,anything,advanced,"He knew that {anything} he did would make the situation worse, so he decided to quietly leave the room.",彼のやることなすことは何でも状況を悪化させることがわかっていたので，彼は静かに部屋を出ることに決めました。
代名詞,不定代名詞,anything,advanced,I eat {anything} but nuts because I have a severe allergic reaction to them.,私はナッツ以外なら何でも食べます。というのは，ナッツ類に重度のアレルギー反応がありますので。
代名詞,不定代名詞,anything,advanced,He couldn't say {anything} more about the issue because he was no longer involved.,彼はその問題には今は関係していなかったので，それ以上何も言えませんでした。
代名詞,不定代名詞,anything,intermediate,It was {anything} but okay for him to say that.,彼にとってそれを言うことは決して大丈夫ということではありませんでした。
代名詞,不定代名詞,anything,intermediate,He didn't have {anything} to do with the incident.,彼は事件とは何も関係がありませんでした。
代名詞,不定代名詞,anything,intermediate,We didn't do {anything} too exciting during spring break.,私たちは春休みにはエキサイティングなことは何もしませんでした。
代名詞,不定代名詞,anything,intermediate,The business trip didn't cost him {anything} because it was covered.,その出張は経費がカバーされていたので，彼には何の費用もかかりませんでした。
代名詞,不定代名詞,something,beginner,He looked like he wanted to say {something}.,彼は何かを言いたかったようでした。
代名詞,不定代名詞,anything,beginner,It's too late to do {anything} now.,今は何をするにもあまりに遅いです。
代名詞,不定代名詞,anything,beginner,They never agreed on {anything}.,彼らは何についても決して意見が合いませんでした。
代名詞,不定代名詞,anything,beginner,He could eat {anything}.,彼は何でも食べることができました。 
代名詞,不定代名詞,anything,beginner,He couldn't think of {anything} to say.,彼は言うことを何も考えられませんでした。 
代名詞,不定代名詞,anything,beginner,I can't do {anything} until I eat.,食べるまで私は何もできません。 
代名詞,不定代名詞,anything,beginner,I don't know {anything} about what happened.,私は何が起こったかについて何も知りません。
代名詞,不定代名詞,anything,beginner,I don't want {anything} from here.,私はここのものは何も欲しくありません。
代名詞,不定代名詞,anything,beginner,You didn't do {anything}.,あなたは何もしませんでした。
代名詞,不定代名詞,each,advanced,I bought a souvenir from {each} country that I visited this summer.,私はこの夏に訪問した各国の土産物を買いました。
代名詞,不定代名詞,each,advanced,{Each} medal and award reflects Jamie's skill and dedication in dancing.,それぞれのメダルと賞はジェイミーのダンスにおける技術と専心ぶりを反映しています。
代名詞,不定代名詞,each,advanced,{Each} ingredient in the vegetarian dish is organic and comes from a different store.,菜食主義の料理の各材料は有機素材で，それぞれ異なる店から仕入れます。
代名詞,不定代名詞,each,advanced,"His wealth was reflected by the beautiful furniture in {each} room, which was from different parts of the world.",彼の富はそれぞれの部屋の美しい家具に反映され，それらは世界各国から取り寄せられたものでした。
代名詞,不定代名詞,each,advanced,The master ordered the servants to save {each} letter he received very carefully.,主人は使用人に，受け取ったそれぞれの手紙をとても慎重に保存するよう命じました。
代名詞,不定代名詞,each,advanced,"In college, different schedules are given to students in {each} department.",大学では各学部で学生に異なる時間割が与えられます。
代名詞,不定代名詞,each,advanced,{Each} box contained something very important to child.,それぞれの箱には，それぞれの子供たちにとってとても大切なものが入っていました。
代名詞,不定代名詞,each,advanced,{Each} student is required to take general classes in addition to required classes according to their major.,それぞれの生徒は，専攻ごとに決められている必須授業に加えて，一般の授業を受けることが求められます。
代名詞,不定代名詞,each,advanced,{Each} team is required to play five games in order to determine whether they can go to the finals or not.,決勝戦に進めるかどうかを決定するために，それぞれのチームは5ゲームを戦わなければなりません。
代名詞,不定代名詞,each,advanced,My mother told me to think positively and think of {each} day as a new day full of opportunities.,母は私に前向きに物事を考え，毎日をチャンスにあふれた新しい1日と思うよう言いました。
代名詞,不定代名詞,every,beginner,{Every} student finished the homework.,どの生徒も宿題を終えました。
代名詞,不定代名詞,each,intermediate,"In our neighborhood, {each} house has a large, beautiful garden.",うちの近所ではそれぞれの家に大きくて美しい庭があります。
代名詞,不定代名詞,each,intermediate,{Each} girl was given a beautiful sapphire necklace as a gift.,少女はそれぞれ贈り物として美しいサファイアのネックレスをもらいました。
代名詞,不定代名詞,each,intermediate,{Each} of these countries has applied to host the Olympics.,これらの各国はオリンピックの開催地に応募しました。
代名詞,不定代名詞,each,intermediate,{Each} bedroom in the house has its own private bathroom.,家の各寝室に専用のバスルームがあります。
代名詞,不定代名詞,each,intermediate,There was a parking space for {each} family member.,家族のそれぞれに対して駐車スペースがありました。
代名詞,不定代名詞,each,intermediate,{Each} college sent someone to represent their school.,それぞれの大学は自分たちの学校を代表する人を送りました。
代名詞,不定代名詞,each,intermediate,{Each} person must decide who to support in the election.,それぞれの人たちは選挙でだれを支持するか決めなければなりません。
代名詞,不定代名詞,each,intermediate,Please give the same amount to {each} child.,それぞれの子供に同じ量を与えてください。
代名詞,不定代名詞,each,intermediate,{Each} student must talk for at least five minutes.,それぞれの生徒は少なくとも5分間は話さなければなりません。
代名詞,不定代名詞,every,intermediate,"{Every} girl loved the new, British rock band.",すべての少女たちはその新しいイギリスのロックバンドが大好きでした。
